일시,평균기온(℃),최고기온(℃),최고기온시각,최저기온(℃),최저기온시각일교차
2015-01-01,3.3,5.4,1.7,5:08,3.7
2015-01-02,6.1,8.5,3.9,22:01,4.6
2015-01-03,6.8,9.6,3.5,3:28,6.1
2015-01-04,11.5,15,7.7,1:05,7.3
2015-01-05,12.9,17.5,6.8,2:22,10.7
2015-01-06,7.8,17.2,3.9,21:22,13.3
2015-01-07,4.7,5.8,3.4,5:09,2.4
2015-01-08,6.3,7.6,5.1,0:41,2.5
2015-01-09,8,10,6.5,0:49,3.5
2015-01-10,8.6,11,6.5,21:27,4.5
2015-01-11,8.5,12.1,5.4,23:51,6.7
2015-01-12,4.9,7.9,3.8,8:03,4.1
2015-01-13,9.7,13.7,4.2,1:33,9.5
2015-01-14,9.3,10.7,8.7,14:21,2
2015-01-15,8.4,10.9,5.9,6:19,5
2015-01-16,7.7,9.4,5.3,3:01,4.1
2015-01-17,5,8,2.7,23:53,5.3
2015-01-18,6,10.1,1.2,5:59,8.9
2015-01-19,8.5,11,5.9,23:44,5.1
2015-01-20,6.9,9.7,3.7,6:43,6
2015-01-21,9.2,10.6,7.8,23:56,2.8
2015-01-22,7.6,9,6.5,23:17,2.5
2015-01-23,6.9,9.9,5.4,23:57,4.5
2015-01-24,8,11,5,0:30,6
2015-01-25,11.6,15.8,6.9,2:13,8.9
2015-01-26,10.3,13.6,7.4,23:20,6.2
2015-01-27,5.6,7.6,3.3,23:44,4.3
2015-01-28,4.5,6.4,3.2,0:11,3.2
2015-01-29,6.8,8.1,4.8,0:01,3.3
2015-01-30,5,6.7,3.6,23:38,3.1
2015-01-31,3.4,5.1,2.7,23:04,2.4
2015-02-01,4.1,7.7,0.6,6:57,7.1
2015-02-02,6,9.3,4.3,22:51,5
2015-02-03,6.2,9.6,2.8,5:32,6.8
2015-02-04,6.8,7.4,6,3:22,1.4
2015-02-05,5.5,6.9,3.1,11:11,3.8
2015-02-06,6.1,7.8,5,5:48,2.8
2015-02-07,8,9.7,5.8,5:08,3.9
2015-02-08,1.7,8.8,-0.7,13:57,9.5
2015-02-09,1.8,3.6,-0.3,0:25,3.9
2015-02-10,7.1,9.4,2.5,1:28,6.9
2015-02-11,8.9,12.3,5.8,2:57,6.5
2015-02-12,7,10,4.6,23:08,5.4
2015-02-13,4.7,8.1,3.3,7:43,4.8
2015-02-14,8.4,14.4,3.1,6:59,11.3
2015-02-15,12.5,14.9,9,1:16,5.9
2015-02-16,11.8,14.4,9.8,23:34,4.6
2015-02-17,8.3,10,7.3,22:03,2.7
2015-02-18,6.5,7.4,5.5,23:36,1.9
2015-02-19,5.7,8.9,4,23:29,4.9
2015-02-20,9.3,14.9,3.1,5:33,11.8
2015-02-21,11.9,17.3,9,5:22,8.3
2015-02-22,8.7,10.8,6.5,24:00:00,4.3
2015-02-23,6.9,9.8,5.4,4:44,4.4
2015-02-24,7.9,10.9,5.9,0:01,5
2015-02-25,10.3,12.7,6.8,2:12,5.9
2015-02-26,8.8,11.6,4.9,23:37,6.7
2015-02-27,4.2,5.4,3.7,20:50,1.7
2015-02-28,7.9,9.8,4.1,0:01,5.7
2015-03-01,7.3,9.2,5.9,23:53,3.3
2015-03-02,7,10.1,3.4,7:22,6.7
2015-03-03,8.4,10.1,6.8,23:09,3.3
2015-03-04,4,6.8,3.2,5:53,3.6
2015-03-05,5.4,7.1,2.8,4:50,4.3
2015-03-06,8,9.3,6.3,4:56,3
2015-03-07,9.3,12.1,6.3,23:41,5.8
2015-03-08,10.7,16.1,4,4:22,12.1
2015-03-09,7.6,11.6,2,23:54,9.6
2015-03-10,2.9,4.1,0.2,7:33,3.9
2015-03-11,7,9.7,3.3,0:14,6.4
2015-03-12,8.3,11.3,6.2,23:53,5.1
2015-03-13,11.5,17.7,4.7,6:50,13
2015-03-14,10.3,12.2,8.7,7:18,3.5
2015-03-15,10.8,14,7.8,6:51,6.2
2015-03-16,13.5,17.1,9.9,0:35,7.2
2015-03-17,15.7,19.6,11.1,4:54,8.5
2015-03-18,17.1,20.6,13.9,23:59,6.7
2015-03-19,12.8,14.8,11.5,7:52,3.3
2015-03-20,12.9,16.5,11.3,5:48,5.2
2015-03-21,13.8,17.5,10.9,6:55,6.6
2015-03-22,12.3,16.5,9,23:56,7.5
2015-03-23,9.1,11.7,6.7,5:37,5
2015-03-24,8.5,12,6,23:45,6
2015-03-25,8.6,12.9,4.3,5:11,8.6
2015-03-26,9.8,14.5,5.1,6:30,9.4
2015-03-27,10.9,13.9,7.5,3:22,6.4
2015-03-28,12.8,15.7,10.2,4:52,5.5
2015-03-29,13.5,16.7,10.3,5:10,6.4
2015-03-30,14,17.9,10.7,6:22,7.2
2015-03-31,18.1,22.2,14.9,4:46,7.3
2015-04-01,15.4,19,14,7:30,5
2015-04-02,20.2,27.7,14,0:01,13.7
2015-04-03,12.6,22.1,10,23:05,12.1
2015-04-04,14.4,17.4,10,0:45,7.4
2015-04-05,13.2,14.4,12.3,9:44,2.1
2015-04-06,12.1,13.3,10,23:19,3.3
2015-04-07,10.3,12.6,8.7,5:25,3.9
2015-04-08,11,14.4,8.8,2:12,5.6
2015-04-09,12.1,14.5,9.3,6:12,5.2
2015-04-10,12.8,15.2,10.6,6:07,4.6
2015-04-11,13.5,17.6,9.5,5:32,8.1
2015-04-12,13.5,18.4,11.7,5:56,6.7
2015-04-13,12.1,14.5,8.9,22:01,5.6
2015-04-14,10.1,14.2,7,14:47,7.2
2015-04-15,15.6,20.3,10.1,4:47,10.2
2015-04-16,17.3,24.9,13.1,22:14,11.8
2015-04-17,14.1,18,10.1,6:10,7.9
2015-04-18,17.9,24.1,13,0:24,11.1
2015-04-19,18.5,23.9,15.5,23:52,8.4
2015-04-20,12.9,15.5,12,17:17,3.5
2015-04-21,14.2,17.5,12.5,4:52,5
2015-04-22,15.5,21.2,11.1,5:26,10.1
2015-04-23,15.5,19.2,11.8,5:49,7.4
2015-04-24,17.3,22,13.4,5:19,8.6
2015-04-25,17.2,23.6,13.6,4:24,10
2015-04-26,18.8,23.1,14.1,4:01,9
2015-04-27,19.5,23.1,14.9,6:03,8.2
2015-04-28,20.7,25.3,17.9,2:04,7.4
2015-04-29,17.7,22.1,15.4,15:34,6.7
2015-04-30,16.4,18.2,15.3,7:52,2.9
2015-05-01,18,21.4,15.5,0:09,5.9
2015-05-02,18.3,23.2,14.5,5:13,8.7
2015-05-03,18.1,22,14.8,23:29,7.2
2015-05-04,16.5,21.7,13.3,6:41,8.4
2015-05-05,14.8,18.5,11,5:50,7.5
2015-05-06,15.3,17.8,13.2,5:38,4.6
2015-05-07,17.2,21.7,13.2,5:20,8.5
2015-05-08,17.7,20.8,14.5,5:03,6.3
2015-05-09,17.5,20.7,15,6:36,5.7
2015-05-10,18,23,14.7,5:48,8.3
2015-05-11,19.8,23.1,15.9,24:00:00,7.2
2015-05-12,18.5,21.6,14,6:11,7.6
2015-05-13,23,27.3,19.2,20:42,8.1
2015-05-14,23.8,29.4,19.4,0:25,10
2015-05-15,19.7,23,17.3,20:03,5.7
2015-05-16,19,22.1,16.6,5:07,5.5
2015-05-17,19.3,26.4,16.1,5:39,10.3
2015-05-18,16.2,19,14.9,7:14,4.1
2015-05-19,16.3,19.3,14.8,23:36,4.5
2015-05-20,17.4,22.1,14.7,0:34,7.4
2015-05-21,18.4,22.8,14.1,4:20,8.7
2015-05-22,19.8,24.1,17,5:55,7.1
2015-05-23,18.8,21.7,17.4,2:53,4.3
2015-05-24,20.2,23.5,17.7,5:36,5.8
2015-05-25,20.1,23.6,17.1,5:28,6.5
2015-05-26,19.2,23.7,15.7,5:48,8
2015-05-27,20.5,23.4,17.4,0:05,6
2015-05-28,22.6,27.6,18,5:04,9.6
2015-05-29,21.3,25.3,19,22:51,6.3
2015-05-30,18.9,20.9,17.8,14:31,3.1
2015-05-31,19.7,23,17.6,4:55,5.4
2015-06-01,20.6,24.8,17.6,2:52,7.2
2015-06-02,20.2,21.8,18.5,2:55,3.3
2015-06-03,21.4,25.5,18.5,4:03,7
2015-06-04,20.6,23.9,17.6,5:25,6.3
2015-06-05,17.2,22.2,15.4,9:07,6.8
2015-06-06,19.9,26.3,15.3,5:06,11
2015-06-07,21.7,26,18,4:29,8
2015-06-08,20.9,24,18.5,20:35,5.5
2015-06-09,21.2,24.2,18.5,4:33,5.7
2015-06-10,22.9,28.9,18.1,4:41,10.8
2015-06-11,22.6,26.5,20.2,9:38,6.3
2015-06-12,26,30.6,21.9,7:01,8.7
2015-06-13,24.1,28.7,21.5,20:46,7.2
2015-06-14,22.9,25.4,20.9,0:52,4.5
2015-06-15,22.8,25.3,20.9,3:40,4.4
2015-06-16,22.2,25.3,21.1,5:47,4.2
2015-06-17,20.6,21.6,19.6,15:40,2
2015-06-18,22,25.6,19.7,0:38,5.9
2015-06-19,22.9,25.8,19.9,4:23,5.9
2015-06-20,22,24.2,19.4,5:52,4.8
2015-06-21,22.1,24.6,20.5,5:58,4.1
2015-06-22,21.7,24.3,20.5,9:33,3.8
2015-06-23,23.5,26.9,20.9,2:23,6
2015-06-24,22.1,23.2,21.1,15:53,2.1
2015-06-25,23.6,25.9,21.5,0:34,4.4
2015-06-26,23.5,27.8,21.2,23:00,6.6
2015-06-27,21.2,22.2,20.5,9:45,1.7
2015-06-28,22,25.9,19.8,23:53,6.1
2015-06-29,22.3,25.8,19.2,3:46,6.6
2015-06-30,21.9,26.4,19.6,3:18,6.8
2015-07-01,22.9,26.3,20.5,2:04,5.8
2015-07-02,22.9,25.5,19.6,4:57,5.9
2015-07-03,23.9,26,21.6,2:29,4.4
2015-07-04,22.5,24.4,21.3,23:09,3.1
2015-07-05,22,24.2,20.5,23:41,3.7
2015-07-06,21.4,23.5,20.3,0:11,3.2
2015-07-07,20.7,22.3,19.1,7:01,3.2
2015-07-08,25.8,31.6,19.9,0:23,11.7
2015-07-09,24.9,29,22.8,0:59,6.2
2015-07-10,23.6,25.2,22.1,5:00,3.1
2015-07-11,24.3,26.4,23,5:35,3.4
2015-07-12,26.5,28.7,23.8,23:41,4.9
2015-07-13,27.8,33,23.4,4:35,9.6
2015-07-14,26.5,29.9,24.1,5:49,5.8
2015-07-15,25.2,27.9,22.4,21:16,5.5
2015-07-16,24.8,28.6,22.1,5:19,6.5
2015-07-17,24.2,26.7,21.6,5:33,5.1
2015-07-18,25,29.2,22.8,5:19,6.4
2015-07-19,25.6,29.8,22.7,0:49,7.1
2015-07-20,24.3,27.1,22.8,3:05,4.3
2015-07-21,24.3,27.4,22.8,1:44,4.6
2015-07-22,26.5,28.2,23.7,0:02,4.5
2015-07-23,30.4,34.1,27.7,0:07,6.4
2015-07-24,29.5,32.5,27.2,24:00:00,5.3
2015-07-25,29.1,33.8,26.3,2:09,7.5
2015-07-26,27.5,29.7,25.6,4:40,4.1
2015-07-27,27.8,31.1,25.9,4:57,5.2
2015-07-28,27.6,30.9,25.9,4:28,5
2015-07-29,30.5,36.7,25.8,3:51,10.9
2015-07-30,28.1,30.4,26.5,6:02,3.9
2015-07-31,28.1,33.6,25.4,4:47,8.2
2015-08-01,27.9,30.5,24.8,5:44,5.7
2015-08-02,28.6,32,24.7,4:22,7.3
2015-08-03,28,30.6,24.9,5:20,5.7
2015-08-04,28.4,31.6,25.5,2:24,6.1
2015-08-05,28.1,30.7,25.7,5:15,5
2015-08-06,29.2,35.5,25.9,6:05,9.6
2015-08-07,29.7,33.8,26.9,5:25,6.9
2015-08-08,27.5,30.3,26.2,23:58,4.1
2015-08-09,27.8,30.3,25,6:03,5.3
2015-08-10,28,30.3,26.2,5:30,4.1
2015-08-11,27.2,30,23.7,22:46,6.3
2015-08-12,25.2,26.4,23.9,0:43,2.5
2015-08-13,27,30.2,25.2,2:32,5
2015-08-14,26.5,29.4,25.1,6:44,4.3
2015-08-15,27.2,31.8,23.7,5:53,8.1
2015-08-16,25.5,28.1,22.8,23:41,5.3
2015-08-17,25.2,27.9,22.9,0:01,5
2015-08-18,26.1,27.9,24.5,5:08,3.4
2015-08-19,25.9,28.8,24.6,23:38,4.2
2015-08-20,26,29.3,24.3,3:55,5
2015-08-21,26,28.8,24.5,8:56,4.3
2015-08-22,25.2,26.6,23.8,22:34,2.8
2015-08-23,25.4,27.6,23.6,6:09,4
2015-08-24,24.5,25.9,22.2,23:17,3.7
2015-08-25,22.8,25.2,20.4,3:03,4.8
2015-08-26,24.8,27.6,22.8,5:44,4.8
2015-08-27,25.5,28.6,21.6,3:42,7
2015-08-28,25.7,28.4,22.1,4:09,6.3
2015-08-29,24.8,27.5,23,4:09,4.5
2015-08-30,24.7,27.3,22.6,5:57,4.7
2015-08-31,24.9,28,23.3,8:53,4.7
2015-09-01,24.8,26.9,23.2,6:32,3.7
2015-09-02,25.4,28.4,22.7,2:48,5.7
2015-09-03,26.1,28.6,24.1,1:14,4.5
2015-09-04,25.1,28.3,22.6,6:37,5.7
2015-09-05,23.3,25.6,21.2,23:45,4.4
2015-09-06,23.2,26.1,20.7,1:06,5.4
2015-09-07,23.1,25.1,21.5,5:12,3.6
2015-09-08,22.5,24.5,19.7,6:18,4.8
2015-09-09,22.5,25.7,20,22:58,5.7
2015-09-10,23.2,26.2,19.6,5:17,6.6
2015-09-11,23.9,27.2,19.5,5:20,7.7
2015-09-12,22.4,24.1,20.9,18:09,3.2
2015-09-13,22.5,25.1,19.6,23:50,5.5
2015-09-14,22.6,26.6,19.5,0:45,7.1
2015-09-15,22.3,25,20.6,4:13,4.4
2015-09-16,21.1,22.2,20,10:08,2.2
2015-09-17,22.5,25,19.9,6:40,5.1
2015-09-18,22.7,25,20.7,4:29,4.3
2015-09-19,22.4,25.8,19.9,3:42,5.9
2015-09-20,22.6,25.1,18.4,6:16,6.7
2015-09-21,23.3,26.8,20.4,6:27,6.4
2015-09-22,23.9,27.8,20.6,3:15,7.2
2015-09-23,22.3,24.3,20.7,21:03,3.6
2015-09-24,22.9,24.8,20.9,0:04,3.9
2015-09-25,23.2,25.5,21.5,3:02,4
2015-09-26,23.3,25.9,20.5,6:14,5.4
2015-09-27,22.9,25.8,20.8,3:32,5
2015-09-28,23.6,27.5,20.8,5:23,6.7
2015-09-29,24,27.3,22.5,6:39,4.8
2015-09-30,20.9,23.3,18.6,13:18,4.7
2015-10-01,23.6,27.5,19.1,23:57,8.4
2015-10-02,19.4,22.5,17.5,6:44,5
2015-10-03,21.1,24.7,18,1:01,6.7
2015-10-04,21.3,24.8,19.1,6:54,5.7
2015-10-05,20.9,24.3,18,23:56,6.3
2015-10-06,20.3,23.1,17.1,6:08,6
2015-10-07,20.9,23.8,17.3,5:37,6.5
2015-10-08,20.8,23.7,19.4,4:13,4.3
2015-10-09,19.2,22.5,15.6,23:05,6.9
2015-10-10,19.9,25.8,15.7,0:01,10.1
2015-10-11,18.3,20.7,16.2,4:04,4.5
2015-10-12,18.7,20.9,15.5,3:38,5.4
2015-10-13,18.9,21.6,15.9,23:57,5.7
2015-10-14,18.8,23,15,3:41,8
2015-10-15,19.2,23.8,15.8,4:51,8
2015-10-16,18.6,22.4,15.8,5:19,6.6
2015-10-17,19.1,22.3,15.8,4:30,6.5
2015-10-18,19.1,22.7,16.1,6:53,6.6
2015-10-19,19.6,24.2,15.3,4:46,8.9
2015-10-20,19.5,22.3,17,5:16,5.3
2015-10-21,20.1,23.7,18.1,22:47,5.6
2015-10-22,20.4,24.1,17.7,5:08,6.4
2015-10-23,19.2,21.9,17.1,5:44,4.8
2015-10-24,19.5,22.9,15.9,3:41,7
2015-10-25,19,22.7,16.7,23:40,6
2015-10-26,19.1,23.2,15.7,6:20,7.5
2015-10-27,17.9,22.5,16.2,22:18,6.3
2015-10-28,16.8,19.9,15.2,23:24,4.7
2015-10-29,17.2,19.7,13.4,5:28,6.3
2015-10-30,14.5,18.3,12.3,22:57,6
2015-10-31,13.1,16.1,11.7,7:17,4.4
2015-11-01,13,15.1,10.6,2:35,4.5
2015-11-02,14.2,18.5,10.6,4:58,7.9
2015-11-03,14.8,18.2,12,5:25,6.2
2015-11-04,17.4,23.8,11.8,6:30,12
2015-11-05,19,21.5,16,0:10,5.5
2015-11-06,19.7,23.3,16.8,6:02,6.5
2015-11-07,20.2,21.4,18.6,0:01,2.8
2015-11-08,18.8,21.3,17.3,16:34,4
2015-11-09,15.9,17.7,14.5,20:26,3.2
2015-11-10,14.2,16.2,11.9,23:53,4.3
2015-11-11,15.1,17.8,11.5,1:17,6.3
2015-11-12,17.5,20.6,15.1,2:10,5.5
2015-11-13,17.5,19.2,16,6:07,3.2
2015-11-14,17.1,18.4,16.3,22:02,2.1
2015-11-15,16,19,13.1,7:12,5.9
2015-11-16,17.7,22.1,12.9,2:57,9.2
2015-11-17,17.5,18.5,16.9,22:00,1.6
2015-11-18,16.2,17.6,14.5,22:58,3.1
2015-11-19,15.2,16.4,14.3,3:09,2.1
2015-11-20,15.5,17.6,14.2,3:50,3.4
2015-11-21,15.7,17.8,13.9,23:38,3.9
2015-11-22,16.9,19.8,13.5,7:36,6.3
2015-11-23,16.5,18.2,14.5,24:00:00,3.7
2015-11-24,13.6,15.1,11.9,10:43,3.2
2015-11-25,10.9,13.4,7.1,24:00:00,6.3
2015-11-26,6,8.4,3.1,19:49,5.3
2015-11-27,7.9,9.5,4.7,3:00,4.8
2015-11-28,10.5,14.3,8.1,22:33,6.2
2015-11-29,12.1,16.1,8.1,0:58,8
2015-11-30,12.9,16.7,9.5,23:57,7.2
2015-12-01,11.3,16.1,7.2,7:40,8.9
2015-12-02,13.1,20.1,10.2,0:01,9.9
2015-12-03,9.2,10.8,7.2,13:22,3.6
2015-12-04,9,9.6,7.9,0:25,1.7
2015-12-05,10.2,11,8.8,3:27,2.2
2015-12-06,9.2,10.3,7.4,23:19,2.9
2015-12-07,9.4,11.8,7.5,0:01,4.3
2015-12-08,9.2,11.9,7.5,23:58,4.4
2015-12-09,13.7,19.2,7.5,0:01,11.7
2015-12-10,15.2,16.6,13.4,23:49,3.2
2015-12-11,11.5,13.5,10.1,23:45,3.4
2015-12-12,12.2,13.8,10,0:05,3.8
2015-12-13,14.1,17,12.1,5:15,4.9
2015-12-14,14,15.8,12.9,5:13,2.9
2015-12-15,11,13.2,9.2,22:47,4
2015-12-16,7,9.6,3.1,22:56,6.5
2015-12-17,4.8,6.1,2.3,11:12,3.8
2015-12-18,7.1,8.1,5.6,0:01,2.5
2015-12-19,7.8,11,5.6,22:22,5.4
2015-12-20,9.6,11.7,5.9,0:01,5.8
2015-12-21,10.8,13.6,7.4,23:22,6.2
2015-12-22,12.3,16.9,7.5,0:02,9.4
2015-12-23,12.8,15.4,11,23:50,4.4
2015-12-24,9.8,11.1,8.4,23:26,2.7
2015-12-25,8,9.8,6.3,21:59,3.5
2015-12-26,11.3,13.5,7.1,0:01,6.4
2015-12-27,6.7,11.2,4.5,20:10,6.7
2015-12-28,5.8,6.7,4.7,0:16,2
2015-12-29,6.9,7.8,5.7,6:26,2.1
2015-12-30,8.4,11,6.6,5:20,4.4
2015-12-31,9,10.7,7.7,22:40,3
2016-01-01,8.2,10.8,5.2,6:33,5.6
2016-01-02,12.5,16.8,7.8,0:01,9
2016-01-03,13,16.2,10.5,0:29,5.7
2016-01-04,11.7,12.9,10.9,7:44,2
2016-01-05,8.5,11.1,6.6,11:42,4.5
2016-01-06,7.3,8.7,5.7,2:30,3
2016-01-07,7,8.2,6.3,23:21,1.9
2016-01-08,6,7.5,4.4,9:46,3.1
2016-01-09,7,8.3,5.6,3:22,2.7
2016-01-10,8.1,10.9,6.4,6:52,4.5
2016-01-11,6.1,7.7,4.3,23:13,3.4
2016-01-12,4.9,6.1,4.1,7:39,2
2016-01-13,4.6,5.7,2.5,8:54,3.2
2016-01-14,6.4,7.9,5,0:06,2.9
2016-01-15,7.1,11,4.5,4:33,6.5
2016-01-16,7.5,11.1,4.2,6:34,6.9
2016-01-17,8.9,10.4,7.4,1:01,3
2016-01-18,4.1,8.9,-0.3,20:11,9.2
2016-01-19,1.5,3.1,-0.4,5:01,3.5
2016-01-20,2.4,3.6,1.5,1:19,2.1
2016-01-21,2.9,3.9,2.2,0:12,1.7
2016-01-22,2.8,4.3,1.6,6:32,2.7
2016-01-23,-0.5,3.4,-4.1,23:19,7.5
2016-01-24,-3,0.3,-5.8,8:48,6.1
2016-01-25,1.9,4.1,-1.1,0:49,5.2
2016-01-26,5.5,7.2,3.8,0:27,3.4
2016-01-27,7.2,9.6,4.5,7:49,5.1
2016-01-28,8.6,11.5,5.8,3:02,5.7
2016-01-29,8.6,10,7.7,16:54,2.3
2016-01-30,7.9,9,6.5,23:44,2.5
2016-01-31,4.6,6.5,3.1,22:49,3.4
2016-02-01,2.7,3.6,1.6,22:21,2
2016-02-02,2.8,4.7,2,0:25,2.7
2016-02-03,4.8,6.8,2.3,0:01,4.5
2016-02-04,6.9,9.4,5.2,23:57,4.2
2016-02-05,6,8.5,4.6,5:09,3.9
2016-02-06,4.2,5.8,3,12:34,2.8
2016-02-07,4.3,7.2,2.6,12:50,4.6
2016-02-08,8.2,11.2,4.7,0:06,6.5
2016-02-09,8.4,11.6,5.2,7:31,6.4
2016-02-10,9.9,16.7,4.5,7:29,12.2
2016-02-11,14.9,19.5,9.2,6:21,10.3
2016-02-12,17.4,20.5,15.7,6:41,4.8
2016-02-13,14.8,19.7,9,23:53,10.7
2016-02-14,4.3,9.2,2.4,23:24,6.8
2016-02-15,2.1,3.7,-0.4,7:02,4.1
2016-02-16,5.7,7.9,2.9,0:01,5
2016-02-17,5.8,8.1,3.8,23:50,4.3
2016-02-18,8,13.9,2.6,3:30,11.3
2016-02-19,10.4,12.5,8.3,6:01,4.2
2016-02-20,8.3,11.1,5.3,23:52,5.8
2016-02-21,5.7,8.7,4.2,6:30,4.5
2016-02-22,6,8.7,4.9,20:48,3.8
2016-02-23,7.2,10.8,3.7,23:53,7.1
2016-02-24,3.1,4.8,2.3,5:22,2.5
2016-02-25,4.3,7.8,2.1,2:37,5.7
2016-02-26,9.2,13.5,3.3,0:01,10.2
2016-02-27,12,14.6,10,23:19,4.6
2016-02-28,11.4,19.5,6.3,23:09,13.2
2016-02-29,3.5,6.6,0.4,22:51,6.2
2016-03-01,3.6,6.9,1,0:14,5.9
2016-03-02,7.9,13.6,2.1,4:35,11.5
2016-03-03,12.3,16,6.1,6:22,9.9
2016-03-04,16.6,22.5,12.6,3:32,9.9
2016-03-05,18.1,22,14.2,0:57,7.8
2016-03-06,12.1,15.8,10,9:26,5.8
2016-03-07,14.1,18.6,10.4,5:43,8.2
2016-03-08,10.1,14.3,6.5,23:52,7.8
2016-03-09,6.1,8.5,4.3,22:31,4.2
2016-03-10,4.4,6.7,2.9,23:40,3.8
2016-03-11,4.8,7.7,2.9,0:16,4.8
2016-03-12,6.4,8.4,2.9,7:34,5.5
2016-03-13,8.4,11,6.1,3:20,4.9
2016-03-14,7.6,9.6,6.4,9:02,3.2
2016-03-15,8.3,11.6,3.7,6:22,7.9
2016-03-16,12,16.1,8,6:06,8.1
2016-03-17,15,21.3,8.5,6:41,12.8
2016-03-18,15.3,20,13.2,20:27,6.8
2016-03-19,12.4,15.2,9.8,23:59,5.4
2016-03-20,11.1,13.9,7.3,5:38,6.6
2016-03-21,12.4,15.5,9.7,23:58,5.8
2016-03-22,11.2,15.1,7.9,6:29,7.2
2016-03-23,9.8,14.5,7.3,22:38,7.2
2016-03-24,9.1,12.1,7,6:44,5.1
2016-03-25,8.9,12.1,7.4,4:49,4.7
2016-03-26,8.7,11.3,6.7,6:26,4.6
2016-03-27,10.2,13.9,6.6,6:35,7.3
2016-03-28,13.1,17.2,6.9,2:10,10.3
2016-03-29,14.7,17.8,10.2,5:58,7.6
2016-03-30,14.7,17.4,12.4,6:13,5
2016-03-31,13.9,16.1,13.2,23:57,2.9
2016-04-01,14.4,18.8,9.8,6:53,9
2016-04-02,16.3,21.6,11.1,5:40,10.5
2016-04-03,15.6,17.2,14.5,16:03,2.7
2016-04-04,13.3,15,12.8,5:49,2.2
2016-04-05,13.8,16.4,12.6,23:08,3.8
2016-04-06,15.1,18.6,11.6,2:27,7
2016-04-07,14.9,21.6,12.6,15:15,9
2016-04-08,13.3,16.6,11.5,23:53,5.1
2016-04-09,14.6,20,11.1,4:04,8.9
2016-04-10,15.3,18.8,12.2,5:39,6.6
2016-04-11,14.6,18.8,12.5,3:40,6.3
2016-04-12,16.5,21.1,12.2,5:36,8.9
2016-04-13,15.9,19.6,13,22:56,6.6
2016-04-14,15.1,22.3,12.8,5:39,9.5
2016-04-15,16.2,21.2,11,5:40,10.2
2016-04-16,20.1,24.5,14.2,0:50,10.3
2016-04-17,13.5,16.4,12.4,5:27,4
2016-04-18,14.6,17.3,12.6,0:01,4.7
2016-04-19,14.9,17.2,13.2,4:04,4
2016-04-20,18,21.7,12.3,6:23,9.4
2016-04-21,16.7,22.4,13.4,18:23,9
2016-04-22,16.7,22.3,11.5,5:16,10.8
2016-04-23,16.6,20.2,14.7,10:53,5.5
2016-04-24,16.9,20.7,14.3,3:09,6.4
2016-04-25,16.8,19.8,13.7,5:45,6.1
2016-04-26,18.2,24.2,14,5:09,10.2
2016-04-27,14.3,16,13.1,23:51,2.9
2016-04-28,13.9,15.9,12.7,2:00,3.2
2016-04-29,14.9,19,11.3,5:28,7.7
2016-04-30,17,22.1,11.8,4:41,10.3
2016-05-01,18.4,22.4,14.2,5:27,8.2
2016-05-02,21.3,25.7,16.5,5:26,9.2
2016-05-03,18.4,24.3,15,10:22,9.3
2016-05-04,20.8,25.7,16.3,2:45,9.4
2016-05-05,18.8,23.1,15.6,5:26,7.5
2016-05-06,18.6,23.1,15.8,22:20,7.3
2016-05-07,17.7,21.2,13.8,5:25,7.4
2016-05-08,18.1,23.8,14.9,3:41,8.9
2016-05-09,15.4,16.6,14.7,7:41,1.9
2016-05-10,14.6,15.8,13.3,23:02,2.5
2016-05-11,15.7,18.9,13.4,2:41,5.5
2016-05-12,17.1,21.3,14.1,1:11,7.2
2016-05-13,16.7,19.6,14.8,3:45,4.8
2016-05-14,18.3,22,15.9,3:41,6.1
2016-05-15,21.5,30.4,14.2,23:38,16.2
2016-05-16,15.6,19.5,11.8,5:37,7.7
2016-05-17,19.5,24,14.5,2:03,9.5
2016-05-18,19.6,24,15.3,4:34,8.7
2016-05-19,19.8,24.8,16.8,5:54,8
2016-05-20,19.9,24,15.4,4:48,8.6
2016-05-21,20.8,23.8,18.2,5:08,5.6
2016-05-22,21,23.3,18.7,5:06,4.6
2016-05-23,23.1,28,19.6,2:07,8.4
2016-05-24,18.6,22.5,16.6,23:30,5.9
2016-05-25,19,22.3,15.7,5:42,6.6
2016-05-26,20.7,23.6,17.7,3:12,5.9
2016-05-27,19.3,23,17.5,23:23,5.5
2016-05-28,18.6,22.2,17.1,1:39,5.1
2016-05-29,17.5,19.8,16.4,6:40,3.4
2016-05-30,20.3,24.9,15.7,5:02,9.2
2016-05-31,20.7,25.3,17.2,4:06,8.1
2016-06-01,20,22.3,17.9,23:35,4.4
2016-06-02,20,23.4,16.7,5:29,6.7
2016-06-03,22.8,28.8,17.1,2:06,11.7
2016-06-04,18.6,23.8,17.1,13:37,6.7
2016-06-05,19.8,21.8,17.2,2:12,4.6
2016-06-06,18.6,20.1,17.8,6:06,2.3
2016-06-07,20,23.9,18.8,4:01,5.1
2016-06-08,20,22.1,18.8,4:40,3.3
2016-06-09,20.8,23.9,19.4,3:04,4.5
2016-06-10,23.2,27.1,19.1,5:07,8
2016-06-11,24,29.3,20.3,2:34,9
2016-06-12,22.5,24.7,20.2,22:41,4.5
2016-06-13,21.8,24.8,20.2,0:09,4.6
2016-06-14,21.8,25.1,19.8,5:08,5.3
2016-06-15,23.3,26.5,19.8,3:50,6.7
2016-06-16,21.8,24,20.5,23:04,3.5
